,GeneNames,log2FC,p-value
1563,LOC_Os05g45210.1,-1.523561956,0.045350422
1564,LOC_Os05g48390.1,-1.523561956,0.045350422
1565,LOC_Os03g24339.1,0.716207034,0.045733925
1566,LOC_Os01g05420.1,0.716207034,0.045733925
1567,LOC_Os04g42140.1,0.459431619,0.04650038
1568,LOC_Os03g17300.4,0.91753784,0.046673427
1569,LOC_Os04g41490.1,0.91753784,0.046673427
1570,LOC_Os04g58020.1,0.91753784,0.046673427
1571,LOC_Os10g35140.1,0.91753784,0.046673427
1572,LOC_Os08g19650.2,0.91753784,0.046673427
1573,LOC_Os09g31970.1,0.440572591,0.046749281
1574,LOC_Os08g41990.1,-0.932885804,0.050573592
1575,LOC_Os05g41795.1,2.0,0.050472433
1576,LOC_Os03g03460.1,2.0,0.050472433
1577,LOC_Os02g37130.2,2.0,0.050472433
1578,LOC_Os08g44015.1,2.0,0.050472433
1579,LOC_Os12g07650.1,2.0,0.050472433
1580,LOC_Os11g04370.1,2.0,0.050472433
1581,LOC_Os12g24540.1,2.0,0.050472433
1582,LOC_Os11g16540.1,2.0,0.050472433
1583,LOC_Os03g29190.2,2.0,0.050472433
1584,LOC_Os02g40880.1,2.0,0.050472433
1585,LOC_Os12g32240.1,2.0,0.050472433
1586,LOC_Os05g39730.1,2.0,0.050472433
1587,LOC_Os01g59990.1,2.0,0.050472433
1588,LOC_Os02g45920.1,2.0,0.050472433
1589,LOC_Os12g41900.1,2.0,0.050472433
1590,LOC_Os11g12530.1,2.0,0.050472433
1591,LOC_Os03g46090.1,2.0,0.050472433
1592,LOC_Os01g51310.1,2.0,0.050472433
1593,LOC_Os03g46740.1,2.0,0.050472433
1594,LOC_Os12g40550.1,2.0,0.050472433
1595,LOC_Os03g18120.1,2.0,0.050472433
1596,LOC_Os03g15010.1,2.0,0.050472433
1597,LOC_Os06g07030.1,2.0,0.050472433
1598,LOC_Os03g10520.1,2.0,0.050472433
1599,LOC_Os10g18220.1,2.0,0.050472433
1600,LOC_Os11g11330.1,2.0,0.050472433
1601,LOC_Os06g22960.1,2.0,0.050472433
1602,LOC_Os07g45000.1,2.0,0.050472433
1603,LOC_Os03g25390.2,2.0,0.050472433
1604,LOC_Os08g41010.3,2.0,0.050472433
1605,LOC_Os01g16850.1,2.0,0.050472433
1606,LOC_Os10g36848.1,2.0,0.050472433
1607,LOC_Os05g39090.1,-2.459431619,0.047566949
1608,LOC_Os06g11660.1,-2.459431619,0.047566949
1609,LOC_Os10g34520.1,-2.459431619,0.047566949
1610,LOC_Os03g54750.1,-2.459431619,0.047566949
1611,LOC_Os01g48810.1,-2.459431619,0.047566949
1612,LOC_Os04g43390.1,-2.459431619,0.047566949
1613,LOC_Os02g33080.2,-2.459431619,0.047566949
1614,LOC_Os08g40850.1,-2.459431619,0.047566949
1615,LOC_Os09g28810.1,-2.459431619,0.047566949
1616,LOC_Os05g08570.6,-2.459431619,0.047566949
1617,LOC_Os01g43460.1,-2.459431619,0.047566949
1618,LOC_Os04g57400.1,-2.459431619,0.047566949
1619,LOC_Os01g40420.2,-2.459431619,0.047566949
1620,LOC_Os07g47180.2,-2.459431619,0.047566949
1621,LOC_Os12g19290.1,-2.459431619,0.047566949
1622,LOC_Os03g53140.1,-2.459431619,0.047566949
1623,LOC_Os01g11810.1,-2.459431619,0.047566949
1624,LOC_Os02g50240.1,-2.459431619,0.047566949
1625,LOC_Os08g33920.1,-2.459431619,0.047566949
1626,LOC_Os07g28940.1,1.263034406,0.047944259
1627,LOC_Os07g12250.1,1.263034406,0.047944259
1628,LOC_Os05g17990.1,1.263034406,0.047944259
1629,LOC_Os03g59040.2,1.263034406,0.047944259
1630,LOC_Os02g06588.1,1.263034406,0.047944259
1631,LOC_Os08g37350.1,1.263034406,0.047944259
1632,LOC_Os03g03770.1,1.263034406,0.047944259
1633,LOC_Os05g48060.1,1.263034406,0.047944259
1634,LOC_Os07g09420.1,1.263034406,0.047944259
1635,LOC_Os08g01590.2,1.263034406,0.047944259
1636,LOC_Os02g57590.2,1.263034406,0.047944259
1637,LOC_Os02g51500.1,1.263034406,0.047944259
1638,LOC_Os05g24020.1,1.263034406,0.047944259
1639,LOC_Os02g41860.1,1.263034406,0.047944259
1640,LOC_Os07g08030.1,-1.169925001,0.050362765
1641,LOC_Os12g01520.2,0.274174963,0.050329227
1642,LOC_Os02g41630.2,-0.833990049,0.050358126
1643,LOC_Os12g40190.1,1.0,0.04902433
1644,LOC_Os02g02320.1,1.0,0.04902433
1645,LOC_Os07g48290.2,1.0,0.04902433
1646,LOC_Os07g10250.1,-1.028569152,0.049098416
1647,LOC_Os04g57890.1,0.514573173,0.048343868
1648,LOC_Os12g01170.1,-3.0,0.048759909
1649,LOC_Os02g58730.1,-3.0,0.048759909
1650,LOC_Os10g42170.1,-3.0,0.048759909
1651,LOC_Os03g56190.1,-3.0,0.048759909
1652,LOC_Os12g42180.1,-3.0,0.048759909
1653,LOC_Os04g37460.1,-3.0,0.048759909
1654,LOC_Os08g02300.1,-3.0,0.048759909
1655,LOC_Os01g49830.1,-3.0,0.048759909
1656,LOC_Os06g22010.1,-3.0,0.048759909
1657,LOC_Os10g41590.1,-3.0,0.048759909
1658,LOC_Os01g56140.1,-3.0,0.048759909
1659,LOC_Os04g58710.1,-3.0,0.048759909
1660,LOC_Os10g39680.1,-3.0,0.048759909
1661,LOC_Os07g44840.1,-3.0,0.048759909
1662,LOC_Os07g07340.1,-3.0,0.048759909
1663,LOC_Os06g01934.1,-3.0,0.048759909
1664,LOC_Os10g26520.1,-3.0,0.048759909
1665,LOC_Os01g55799.1,-3.0,0.048759909
1666,LOC_Os04g02620.1,-3.0,0.048759909
1667,LOC_Os02g32160.1,-3.0,0.048759909
1668,LOC_Os01g62020.2,-3.0,0.048759909
1669,LOC_Os10g01100.1,-3.0,0.048759909
1670,LOC_Os03g22700.1,-3.0,0.048759909
1671,LOC_Os01g41510.1,-3.0,0.048759909
1672,LOC_Os02g04320.2,-3.0,0.048759909
1673,LOC_Os04g56720.1,-3.0,0.048759909
1674,LOC_Os04g42520.1,-3.0,0.048759909
1675,LOC_Os06g42790.1,-3.0,0.048759909
1676,LOC_Os05g06890.1,-3.0,0.048759909
1677,LOC_Os06g37180.1,-3.0,0.048759909
1678,LOC_Os01g61814.1,-3.0,0.048759909
1679,LOC_Os03g04590.1,-3.0,0.048759909
1680,LOC_Os11g47470.1,-3.0,0.048759909
1681,LOC_Os09g09770.1,-3.0,0.048759909
1682,LOC_Os06g07370.1,2.584962501,0.050202172
1683,LOC_Os08g39090.1,2.584962501,0.050202172
1684,LOC_Os08g02460.1,2.584962501,0.050202172
1685,LOC_Os04g52120.1,2.584962501,0.050202172
1686,LOC_Os12g06870.1,2.584962501,0.050202172
1687,LOC_Os03g60180.1,2.584962501,0.050202172
1688,LOC_Os01g07120.2,2.584962501,0.050202172
1689,LOC_Os01g62860.1,2.584962501,0.050202172
1690,LOC_Os11g05090.1,2.584962501,0.050202172
1691,LOC_Os03g14520.1,2.584962501,0.050202172
1692,LOC_Os08g10320.1,2.584962501,0.050202172
1693,LOC_Os10g36950.1,2.584962501,0.050202172
1694,LOC_Os03g29350.4,2.584962501,0.050202172
1695,LOC_Os03g21030.1,2.584962501,0.050202172
1696,LOC_Os05g10890.1,2.584962501,0.050202172
1697,LOC_Os10g42280.1,2.584962501,0.050202172
1698,LOC_Os07g30790.1,2.584962501,0.050202172
1699,LOC_Os04g40880.2,2.584962501,0.050202172
1700,LOC_Os10g36200.2,2.584962501,0.050202172
1701,LOC_Os01g64870.1,2.584962501,0.050202172
1702,LOC_Os05g38630.1,2.584962501,0.050202172
1703,LOC_Os01g49670.3,2.584962501,0.050202172
1704,LOC_Os03g11300.2,2.584962501,0.050202172
1705,LOC_Os04g37619.1,2.584962501,0.050202172
1706,LOC_Os01g70200.1,2.584962501,0.050202172
1707,LOC_Os02g03960.1,2.584962501,0.050202172
1708,LOC_Os03g57680.1,2.584962501,0.050202172
1709,LOC_Os04g52890.1,2.584962501,0.050202172
1710,LOC_Os06g45430.1,2.584962501,0.050202172
1711,LOC_Os05g04550.1,2.584962501,0.050202172
1712,LOC_Os01g03050.1,2.584962501,0.050202172
1713,LOC_Os01g51800.1,2.584962501,0.050202172
1714,LOC_Os03g48170.1,2.584962501,0.050202172
1715,LOC_Os05g43450.1,2.584962501,0.050202172
1716,LOC_Os08g04630.1,2.584962501,0.050202172
1717,LOC_Os02g14120.1,2.584962501,0.050202172
1718,LOC_Os07g43710.1,2.584962501,0.050202172
1719,LOC_Os03g10080.1,2.584962501,0.050202172
1720,LOC_Os08g06360.1,2.584962501,0.050202172
1721,LOC_Os09g13880.1,2.584962501,0.050202172
1722,LOC_Os02g06430.1,2.584962501,0.050202172
1723,LOC_Os02g10060.1,2.584962501,0.050202172
1724,LOC_Os10g35940.1,2.584962501,0.050202172
1725,LOC_Os02g58670.1,2.584962501,0.050202172
1726,LOC_Os03g58640.1,2.584962501,0.050202172
1727,LOC_Os07g27300.1,2.584962501,0.050202172
1728,LOC_Os02g49992.3,2.584962501,0.050202172
1729,LOC_Os01g13030.1,-1.765534746,0.051589582
1730,LOC_Os05g05320.1,-1.765534746,0.051589582
1731,LOC_Os12g06810.3,-1.765534746,0.051589582
1732,LOC_Os04g50660.1,0.61667136,0.051746137
1733,LOC_Os04g57590.1,0.61667136,0.051746137
1734,LOC_Os08g32100.1,0.61667136,0.051746137
1735,LOC_Os01g10820.1,0.61667136,0.051746137
1736,LOC_Os06g30750.1,0.61667136,0.051746137
1737,LOC_Os03g31400.1,-1.347923303,0.051878476
1738,LOC_Os08g40880.1,0.443606651,0.049652139
1739,LOC_Os02g07720.3,0.306661338,0.050194572
1740,LOC_Os02g52250.1,0.584962501,0.050168757
1741,LOC_Os05g45660.2,0.584962501,0.050168757
1742,LOC_Os03g50310.1,0.584962501,0.050168757
1743,LOC_Os06g43650.2,0.584962501,0.050168757
1744,LOC_Os04g51270.2,0.736965594,0.050148547
1745,LOC_Os06g01650.2,0.736965594,0.050148547
1746,LOC_Os02g51750.2,0.736965594,0.050148547
1747,LOC_Os07g37610.1,0.736965594,0.050148547
1748,LOC_Os04g25550.1,0.736965594,0.050148547
1749,LOC_Os04g11880.2,0.736965594,0.050148547
1750,LOC_Os08g23360.1,0.736965594,0.050148547
1751,LOC_Os09g36440.1,-1.415037499,0.05329715
1752,LOC_Os04g55650.2,0.031026896,0.053749801
1753,LOC_Os11g32240.1,-1.514573173,0.054100581
1754,LOC_Os03g20630.1,-1.514573173,0.054100581
1755,LOC_Os12g34094.1,-1.514573173,0.054100581
1756,LOC_Os02g51570.1,-1.192645078,0.05469507
1757,LOC_Os07g01480.1,-1.070389328,0.055124238
1758,LOC_Os07g37250.1,-1.070389328,0.055124238
1759,LOC_Os07g01940.1,0.847996907,0.055313498
1760,LOC_Os02g15230.2,0.847996907,0.055313498
1761,LOC_Os11g03050.1,0.847996907,0.055313498
1762,LOC_Os04g17100.2,0.847996907,0.055313498
1763,LOC_Os11g19250.1,0.847996907,0.055313498
1764,LOC_Os08g44820.2,0.847996907,0.055313498
1765,LOC_Os11g07500.2,0.847996907,0.055313498
1766,LOC_Os03g02260.1,0.559427409,0.055290073
1767,LOC_Os01g41630.1,0.559427409,0.055290073
1768,LOC_Os01g07390.1,0.559427409,0.055290073
1769,LOC_Os01g59790.1,-1.121990524,0.055520458
1770,LOC_Os03g43890.1,-1.121990524,0.055520458
1771,LOC_Os04g58880.1,0.234465254,0.05573747
1772,LOC_Os02g41470.1,0.367731785,0.055725144
1773,LOC_Os04g38950.1,0.476438044,0.056638804
1774,LOC_Os10g32920.1,0.691877705,0.056715665
1775,LOC_Os03g12300.2,0.584962501,0.05676821
1776,LOC_Os08g37950.1,0.584962501,0.05676821
1777,LOC_Os06g45910.1,0.906890596,0.058478017
1778,LOC_Os04g01590.1,0.906890596,0.058478017
1779,LOC_Os01g48910.2,0.906890596,0.058478017
1780,LOC_Os10g39810.1,0.906890596,0.058478017
1781,LOC_Os11g10070.1,0.906890596,0.058478017
1782,LOC_Os11g41890.1,0.906890596,0.058478017
1783,LOC_Os10g01550.1,0.906890596,0.058478017
1784,LOC_Os07g38420.1,0.906890596,0.058478017
1785,LOC_Os03g11970.1,-1.273018494,0.058448743
1786,LOC_Os10g32540.1,-1.273018494,0.058448743
1787,LOC_Os02g57750.1,1.321928095,0.058437634
1788,LOC_Os01g12080.1,1.321928095,0.058437634
1789,LOC_Os01g05790.1,1.321928095,0.058437634
1790,LOC_Os01g46932.1,1.321928095,0.058437634
1791,LOC_Os01g37130.2,1.321928095,0.058437634
1792,LOC_Os05g05220.1,1.321928095,0.058437634
1793,LOC_Os04g24550.1,1.321928095,0.058437634
1794,LOC_Os02g07250.1,1.321928095,0.058437634
1795,LOC_Os07g11010.1,1.321928095,0.058437634
1796,LOC_Os03g52970.1,1.321928095,0.058437634
1797,LOC_Os03g24900.2,1.321928095,0.058437634
1798,LOC_Os03g08470.3,1.321928095,0.058437634
1799,LOC_Os05g40820.3,0.357552005,0.058958495
1800,LOC_Os08g30790.3,0.280107919,0.059871348
1801,LOC_Os02g43350.1,0.31410859,0.059905917
1802,LOC_Os09g31380.1,-1.807354922,0.060597192
1803,LOC_Os11g45590.1,-1.807354922,0.060597192
1804,LOC_Os02g45520.1,-1.807354922,0.060597192
1805,LOC_Os11g48080.1,-1.807354922,0.060597192
1806,LOC_Os03g50620.1,-1.807354922,0.060597192
1807,LOC_Os07g48090.1,-1.807354922,0.060597192
1808,LOC_Os02g32490.2,-1.180572246,0.060739537
1809,LOC_Os08g12830.1,-1.115477217,0.061188285
1810,LOC_Os12g01449.1,-0.878009476,0.061669234
1811,LOC_Os09g24990.2,1.115477217,0.061916569
1812,LOC_Os06g11040.1,1.115477217,0.061916569
1813,LOC_Os01g13160.1,1.115477217,0.061916569
1814,LOC_Os08g24400.1,1.115477217,0.061916569
1815,LOC_Os06g43590.2,1.115477217,0.061916569
1816,LOC_Os01g37560.1,1.115477217,0.061916569
1817,LOC_Os07g06980.2,1.115477217,0.061916569
1818,LOC_Os05g36190.1,1.115477217,0.061916569
1819,LOC_Os06g05890.1,1.115477217,0.061916569
1820,LOC_Os07g10600.1,1.115477217,0.061916569
1821,LOC_Os06g38294.1,-1.321928095,0.061792625
1822,LOC_Os02g56130.1,-1.321928095,0.061792625
1823,LOC_Os08g33540.1,0.556393349,0.062156649
1824,LOC_Os01g49470.1,0.556393349,0.062156649
1825,LOC_Os08g01180.1,0.556393349,0.062156649
1826,LOC_Os10g40780.3,0.347923303,0.062382168
1827,LOC_Os07g46460.1,0.067744607,0.062522467
1828,LOC_Os11g44810.1,-0.886343218,0.062646357
1829,LOC_Os02g38980.3,0.652076697,0.063757875
1830,LOC_Os11g37130.1,0.652076697,0.063757875
1831,LOC_Os02g27950.1,0.652076697,0.063757875
1832,LOC_Os03g17010.1,0.652076697,0.063757875
1833,LOC_Os12g37720.1,0.652076697,0.063757875
1834,LOC_Os03g51900.1,0.710493383,0.063844254
1835,LOC_Os01g01640.1,-1.584962501,0.063991023
1836,LOC_Os06g46410.1,-1.584962501,0.063991023
1837,LOC_Os05g35470.1,-1.584962501,0.063991023
1838,LOC_Os01g68490.1,-1.584962501,0.063991023
1839,LOC_Os04g02000.2,-1.584962501,0.063991023
1840,LOC_Os02g45540.1,-1.584962501,0.063991023
1841,LOC_Os07g46370.1,0.351472371,0.064427788
1842,LOC_Os08g37580.1,-1.032421478,0.064496503
1843,LOC_Os02g26700.3,-1.032421478,0.064496503
1844,LOC_Os10g34750.1,-1.459431619,0.06460038
1845,LOC_Os10g35290.1,-1.459431619,0.06460038
1846,LOC_Os03g29950.1,-1.206450877,0.065418314
1847,LOC_Os04g41340.1,-0.889817082,0.065582919
1848,LOC_Os03g54890.3,-0.903784685,0.069635365
1849,LOC_Os09g02700.1,0.192645078,0.065879155
1850,LOC_Os04g33970.1,-1.129283017,0.066504376
1851,LOC_Os01g69030.2,-1.129283017,0.066504376
1852,LOC_Os07g38730.1,-1.129283017,0.066504376
1853,LOC_Os01g49290.1,-1.2410081,0.070776987
1854,LOC_Os03g12460.1,-1.2410081,0.070776987
1855,LOC_Os03g12030.1,0.331205908,0.071182948
1856,LOC_Os02g56560.1,0.331205908,0.071182948
1857,LOC_Os02g01490.1,0.662965013,0.071394961
1858,LOC_Os02g56850.1,0.530514717,0.067902915
1859,LOC_Os01g72320.1,0.530514717,0.067902915
1860,LOC_Os06g30310.1,-0.770518154,0.072243644
1861,LOC_Os04g52270.2,-1.0,0.068758089
1862,LOC_Os03g51610.1,-2.0,0.068702408
1863,LOC_Os03g55130.2,-2.0,0.068702408
1864,LOC_Os12g08730.1,-2.0,0.068702408
1865,LOC_Os01g74310.5,-2.0,0.068702408
1866,LOC_Os03g07370.1,-2.0,0.068702408
1867,LOC_Os08g03630.1,-2.0,0.068702408
1868,LOC_Os03g19520.1,-2.0,0.068702408
1869,LOC_Os05g22614.3,-2.0,0.068702408
1870,LOC_Os03g19480.1,-2.0,0.068702408
1871,LOC_Os11g40690.1,1.415037499,0.073018098
1872,LOC_Os03g42020.1,1.415037499,0.073018098
1873,LOC_Os12g01950.1,1.415037499,0.073018098
1874,LOC_Os08g37520.1,1.415037499,0.073018098
1875,LOC_Os10g41534.3,1.415037499,0.073018098
1876,LOC_Os10g42540.1,1.415037499,0.073018098
1877,LOC_Os05g40300.2,1.415037499,0.073018098
1878,LOC_Os09g33876.1,1.415037499,0.073018098
1879,LOC_Os03g11220.1,1.415037499,0.073018098
1880,LOC_Os08g30060.2,1.415037499,0.073018098
1881,LOC_Os08g43300.1,1.415037499,0.073018098
1882,LOC_Os06g40940.1,1.415037499,0.073018098
1883,LOC_Os09g25770.1,1.415037499,0.073018098
1884,LOC_Os03g52340.1,1.415037499,0.073018098
1885,LOC_Os08g01750.2,1.415037499,0.073018098
1886,LOC_Os01g26039.1,1.415037499,0.073018098
1887,LOC_Os07g10690.3,1.415037499,0.073018098
1888,LOC_Os11g03970.1,1.415037499,0.073018098
1889,LOC_Os09g31300.2,1.415037499,0.073018098
1890,LOC_Os09g23300.1,1.415037499,0.073018098
1891,LOC_Os07g42500.1,1.415037499,0.073018098
1892,LOC_Os07g03160.1,1.415037499,0.073018098
1893,LOC_Os12g24650.1,1.415037499,0.073018098
1894,LOC_Os10g40110.1,1.415037499,0.073018098
1895,LOC_Os02g41990.2,1.415037499,0.073018098
1896,LOC_Os03g09220.5,1.415037499,0.073018098
1897,LOC_Os06g04390.1,1.415037499,0.073018098
1898,LOC_Os06g04650.1,1.415037499,0.073018098
1899,LOC_Os01g36940.1,1.415037499,0.073018098
1900,LOC_Os03g15350.1,0.830074999,0.068697452
1901,LOC_Os05g08730.1,0.830074999,0.068697452
1902,LOC_Os06g10750.1,0.830074999,0.068697452
1903,LOC_Os01g16152.1,0.830074999,0.068697452
1904,LOC_Os02g04710.1,0.830074999,0.068697452
1905,LOC_Os10g30910.1,0.830074999,0.068697452
1906,LOC_Os02g53340.2,0.830074999,0.068697452
1907,LOC_Os06g23460.1,0.830074999,0.068697452
1908,LOC_Os10g08550.5,0.830074999,0.068697452
1909,LOC_Os07g42170.1,-1.146841388,0.072758293
1910,LOC_Os08g37700.2,-1.146841388,0.072758293
1911,LOC_Os02g48790.1,0.506959989,0.07399377
1912,LOC_Os10g39620.1,0.506959989,0.07399377
1913,LOC_Os01g21940.1,0.506959989,0.07399377
1914,LOC_Os09g27960.1,0.506959989,0.07399377
1915,LOC_Os12g13460.1,0.430634354,0.074346666
1916,LOC_Os04g35900.1,-1.353636955,0.074456298
1917,LOC_Os09g38980.2,-1.353636955,0.074456298
1918,LOC_Os01g69050.1,-1.353636955,0.074456298
1919,LOC_Os12g44380.3,0.282399731,0.074997207
1920,LOC_Os02g37000.1,0.893084796,0.074878118
1921,LOC_Os01g02200.1,0.893084796,0.074878118
1922,LOC_Os05g07090.1,0.893084796,0.074878118
1923,LOC_Os08g42400.2,0.893084796,0.074878118
1924,LOC_Os06g03940.1,0.893084796,0.074878118
1925,LOC_Os04g53530.1,0.893084796,0.074878118
1926,LOC_Os02g55150.2,0.893084796,0.074878118
1927,LOC_Os01g71770.1,0.893084796,0.074878118
1928,LOC_Os12g40830.3,0.893084796,0.074878118
1929,LOC_Os09g31470.1,0.893084796,0.074878118
1930,LOC_Os02g38210.1,-0.775293713,0.074850905
1931,LOC_Os09g19640.1,1.137503524,0.075813161
1932,LOC_Os06g35030.3,1.137503524,0.075813161
1933,LOC_Os03g27320.3,1.137503524,0.075813161
1934,LOC_Os03g48920.1,1.137503524,0.075813161
1935,LOC_Os07g12910.1,1.137503524,0.075813161
1936,LOC_Os08g38700.1,1.137503524,0.075813161
1937,LOC_Os01g16970.1,1.137503524,0.075813161
1938,LOC_Os01g69250.4,1.137503524,0.075813161
1939,LOC_Os03g05020.1,1.137503524,0.075813161
1940,LOC_Os02g10190.1,1.137503524,0.075813161
1941,LOC_Os12g41500.1,1.137503524,0.075813161
1942,LOC_Os05g33280.1,0.078002512,0.075658005
1943,LOC_Os08g33820.1,-0.078304995,0.076230432
1944,LOC_Os06g39716.1,-1.678071905,0.076928082
1945,LOC_Os07g42960.2,-1.678071905,0.076928082
1946,LOC_Os03g08080.1,-1.678071905,0.076928082
1947,LOC_Os05g29974.1,-1.678071905,0.076928082
1948,LOC_Os01g69940.1,-1.678071905,0.076928082
1949,LOC_Os09g21000.1,-1.678071905,0.076928082
1950,LOC_Os12g24170.1,-1.678071905,0.076928082
1951,LOC_Os04g40950.3,-1.678071905,0.076928082
1952,LOC_Os03g42530.1,-1.678071905,0.076928082
1953,LOC_Os01g73170.1,-1.440572591,0.077160052
1954,LOC_Os11g36440.1,-1.440572591,0.077160052
1955,LOC_Os09g26660.1,-1.440572591,0.077160052
1956,LOC_Os05g39230.2,-1.440572591,0.077160052
1957,LOC_Os02g03570.1,-1.440572591,0.077160052
1958,LOC_Os06g47550.4,-1.440572591,0.077160052
1959,LOC_Os03g11120.1,-1.440572591,0.077160052
1960,LOC_Os07g26440.1,-2.321928095,0.077987813
1961,LOC_Os05g44290.1,-2.321928095,0.077987813
1962,LOC_Os11g01170.1,-2.321928095,0.077987813
1963,LOC_Os03g01170.1,-2.321928095,0.077987813
1964,LOC_Os01g45910.1,-2.321928095,0.077987813
1965,LOC_Os04g41460.1,-2.321928095,0.077987813
1966,LOC_Os01g58680.1,-2.321928095,0.077987813
1967,LOC_Os04g58580.1,-2.321928095,0.077987813
1968,LOC_Os04g51180.2,-2.321928095,0.077987813
1969,LOC_Os07g46750.1,-2.321928095,0.077987813
1970,LOC_Os05g44770.1,-2.321928095,0.077987813
1971,LOC_Os02g52900.1,-2.321928095,0.077987813
1972,LOC_Os05g34600.1,-2.321928095,0.077987813
1973,LOC_Os03g61950.2,-2.321928095,0.077987813
1974,LOC_Os04g38750.1,-2.321928095,0.077987813
1975,LOC_Os07g43990.1,-2.321928095,0.077987813
1976,LOC_Os05g25060.1,-2.321928095,0.077987813
1977,LOC_Os10g40360.1,-2.321928095,0.077987813
1978,LOC_Os10g32550.1,-2.321928095,0.077987813
1979,LOC_Os07g46460.1,-2.321928095,0.077987813
1980,LOC_Os08g09100.1,0.275634443,0.078458347
1981,LOC_Os02g56180.1,0.523561956,0.077851693
1982,LOC_Os02g54110.1,0.523561956,0.077851693
1983,LOC_Os02g45750.1,0.523561956,0.077851693
1984,LOC_Os08g10510.2,-1.222392421,0.079145049
1985,LOC_Os01g01830.1,-1.222392421,0.079145049
1986,LOC_Os05g04520.1,-1.222392421,0.079145049
1987,LOC_Os01g62440.3,-1.222392421,0.079145049
1988,LOC_Os11g24540.1,0.415037499,0.079628448
1989,LOC_Os09g35710.2,0.621488377,0.079442195
1990,LOC_Os05g05840.1,0.621488377,0.079442195
1991,LOC_Os11g38020.1,0.621488377,0.079442195
1992,LOC_Os07g37180.1,0.621488377,0.079442195
1993,LOC_Os02g47650.1,0.765534746,0.079587262
1994,LOC_Os01g64650.1,0.765534746,0.079587262
1995,LOC_Os02g20410.1,0.765534746,0.079587262
1996,LOC_Os04g02910.1,0.765534746,0.079587262
1997,LOC_Os03g10880.2,-1.700439718,0.091082787
1998,LOC_Os09g12230.1,-1.700439718,0.091082787
1999,LOC_Os05g03860.1,-1.700439718,0.091082787
2000,LOC_Os01g67120.1,-1.700439718,0.091082787
2001,LOC_Os03g15120.1,-1.700439718,0.091082787
2002,LOC_Os02g34570.1,-1.700439718,0.091082787
2003,LOC_Os05g04170.3,-1.700439718,0.091082787
2004,LOC_Os07g40930.1,-1.700439718,0.091082787
2005,LOC_Os12g07020.1,-1.700439718,0.091082787
2006,LOC_Os04g51110.2,-1.700439718,0.091082787
2007,LOC_Os11g07480.1,-1.700439718,0.091082787
2008,LOC_Os02g47880.1,-1.700439718,0.091082787
2009,LOC_Os11g01740.2,-1.700439718,0.091082787
2010,LOC_Os10g28640.1,-1.700439718,0.091082787
2011,LOC_Os02g57330.1,-1.700439718,0.091082787
2012,LOC_Os05g41060.1,0.152003093,0.090505615
2013,LOC_Os12g07010.1,0.152003093,0.090505615
2014,LOC_Os03g16440.1,0.196397213,0.091504721
2015,LOC_Os08g29370.2,-1.392317423,0.091046056
2016,LOC_Os12g05900.2,-1.392317423,0.091046056
2017,LOC_Os07g38970.1,-1.392317423,0.091046056
2018,LOC_Os02g07044.2,-1.392317423,0.091046056
2019,LOC_Os05g28510.1,0.473931188,0.091014684
2020,LOC_Os04g52590.1,0.473931188,0.091014684
2021,LOC_Os01g61830.1,0.473931188,0.091014684
2022,LOC_Os04g55040.1,0.398549376,0.091011073
2023,LOC_Os02g51400.1,0.398549376,0.091011073
2024,LOC_Os04g01290.1,0.398549376,0.091011073
2025,LOC_Os05g38640.1,-1.0,0.090970199
2026,LOC_Os03g14530.1,-1.321928095,0.0909175
2027,LOC_Os07g30840.4,-1.321928095,0.0909175
2028,LOC_Os03g57040.2,-1.321928095,0.0909175
2029,LOC_Os06g48640.2,0.432959407,0.080382464
2030,LOC_Os09g29190.1,-1.137503524,0.080412538
2031,LOC_Os01g21820.1,-0.866733469,0.080465648
2032,LOC_Os08g40830.1,-1.502500341,0.092691751
2033,LOC_Os02g52130.7,-1.502500341,0.092691751
2034,LOC_Os12g06260.1,-1.502500341,0.092691751
2035,LOC_Os01g60440.1,-1.099535674,0.096030928
2036,LOC_Os02g03260.3,-1.099535674,0.096030928
2037,LOC_Os11g43970.1,0.133266531,0.093315787
2038,LOC_Os08g09940.1,0.249978253,0.093296243
2039,LOC_Os03g59740.1,0.38332864,0.096763014
2040,LOC_Os04g34600.1,0.38332864,0.096763014
2041,LOC_Os03g45260.1,2.321928095,0.095693892
2042,LOC_Os10g42410.3,2.321928095,0.095693892
2043,LOC_Os02g01480.1,2.321928095,0.095693892
2044,LOC_Os03g10940.1,2.321928095,0.095693892
2045,LOC_Os02g16880.1,2.321928095,0.095693892
2046,LOC_Os01g45070.1,2.321928095,0.095693892
2047,LOC_Os03g59320.1,2.321928095,0.095693892
2048,LOC_Os02g02510.1,2.321928095,0.095693892
2049,LOC_Os04g02670.1,2.321928095,0.095693892
2050,LOC_Os04g40700.4,2.321928095,0.095693892
2051,LOC_Os07g08750.1,2.321928095,0.095693892
2052,LOC_Os03g59110.1,2.321928095,0.095693892
2053,LOC_Os06g06810.1,2.321928095,0.095693892
2054,LOC_Os03g63500.2,2.321928095,0.095693892
2055,LOC_Os01g03160.1,2.321928095,0.095693892
2056,LOC_Os08g06330.1,2.321928095,0.095693892
2057,LOC_Os08g28080.1,2.321928095,0.095693892
2058,LOC_Os08g02160.1,2.321928095,0.095693892
2059,LOC_Os02g38140.1,2.321928095,0.095693892
2060,LOC_Os01g40094.1,2.321928095,0.095693892
